00000089/17,201701,TRANSITO,VEHICULOS ABANDONADOS,REMOCION DE VEHICULO / AUTO ABANDONADO,SOLICITUD,1/1/2017,11:55:38 a.m.,COMUNA 14,PALERMO,GASCON,,LAVALLE,-34.5977443730012,-58.4233713594168,WEB,FEMENINO,CERRADO
00000093/17,201701,TRANSITO,DENUNCIA VIAL,VEHICULO MAL ESTACIONADO,DENUNCIA,1/1/2017,12:06:14 p.m.,COMUNA 6,CABALLITO,TRES ARROYOS,1161,,-34.6067635747068,-58.4561552122151,APP,FEMENINO,CERRADO
00000100/17,201701,TRANSITO,VEHICULOS ABANDONADOS,REMOCION DE VEHICULO / AUTO ABANDONADO,SOLICITUD,1/1/2017,12:11:05 p.m.,COMUNA 1,PUERTO MADERO,GUEMES, MACACHA,515,,-34.6051638064145,-58.3621426299005,APP,FEMENINO,CERRADO
00000102/17,201701,LIMPIEZA Y RECOLECCION,CESTOS Y CONTENEDORES,INSTALACION/REPARACION DE CESTO PAPELERO,SOLICITUD,1/1/2017,12:12:16 p.m.,COMUNA 6,CABALLITO,ROSARIO,406,,-34.619140947955,-58.4346667670087,WEB,MASCULINO,CERRADO
00000105/17,201701,ALUMBRADO,REPARACION DE LUMINARIA,REPARACION DE LUMINARIA APAGADA DURANTE LA NOCHE,SOLICITUD,1/1/2017,12:16:51 p.m.,COMUNA 11,VILLA DEL PARQUE,LOZANO, PEDRO,2696,,-34.5977185379925,-58.4890640845077,WEB,FEMENINO,CERRADO
00000110/17,201701,ARBOLADO Y ESPACIOS VERDES,PARQUES Y PLAZAS,CORTE Y LIMPIEZA DE CESPED EN PARQUE / PLAZA,SOLICITUD,1/1/2017,12:20:52 p.m.,COMUNA 15,PARQUE CHAS,HAMBURGO,3342,,-34.5876617719398,-58.4845647791894,APP,MASCULINO,CERRADO
00000118/17,201701,TRANSITO,DENUNCIA VIAL,VEHICULO MAL ESTACIONADO,DENUNCIA,1/1/2017,12:30:58 p.m.,COMUNA 15,PATERNAL,AVALOS,275,,-34.5935319792267,-58.4667905454438,APP,FEMENINO,CERRADO
00000121/17,201701,LIMPIEZA Y RECOLECCION,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,1/1/2017,12:34:33 p.m.,COMUNA 11,VILLA DEVOTO,MISTRAL, GABRIELA,4415,,-34.5987790272158,-58.5204287442699,WEB,FEMENINO,CERRADO
00000129/17,201701,TRANSITO,DENUNCIA VIAL,VEHICULO MAL ESTACIONADO,DENUNCIA,1/1/2017,12:46:02 p.m.,COMUNA 14,PALERMO,OLLEROS AV.,1700,,-34.5644084167943,-58.4372513976441,APP,MASCULINO,CERRADO
00000132/17,201701,TRANSITO,VEHICULOS ABANDONADOS,REMOCION DE VEHICULO / AUTO ABANDONADO,SOLICITUD,1/1/2017,12:51:54 p.m.,COMUNA 5,BOEDO,CASEROS AV.,3531,,-34.6386749424788,-58.4149768653969,APP,MASCULINO,CERRADO
00000133/17,201701,LIMPIEZA Y RECOLECCION,LIMPIEZA DE VIA PUBLICA,RECOLECCION DE RESIDUOS FUERA DEL CONTENEDOR,SOLICITUD,1/1/2017,12:52:12 p.m.,COMUNA 8,VILLA LUGANO,SARAZA,5450,,-34.6702996587568,-58.4787640452729,WEB,FEMENINO,CERRADO
00000137/17,201701,TRANSITO,DENUNCIA VIAL,VEHICULO MAL ESTACIONADO,DENUNCIA,1/1/2017,12:55:40 p.m.,COMUNA 13,NUÑEZ,ARCOS,3100,,-34.5514479435978,-58.4622933473624,APP,MASCULINO,CERRADO
00000143/17,201701,LIMPIEZA Y RECOLECCION,CESTOS Y CONTENEDORES,INSTALACION/REPARACION DE CONTENEDOR,SOLICITUD,1/1/2017,1:02:19 p.m.,COMUNA 7,FLORES,PERON, EVA AV.,3000,,-34.6422989169102,-58.4592277433938,WEB,MASCULINO,CERRADO
00000147/17,201701,ARBOLADO Y ESPACIOS VERDES,PODA DE ARBOL Y DESPEJE DE LUMINARIA,PODA INTEGRAL / DESPEJE DE LUMINARIA,SOLICITUD,1/1/2017,1:06:02 p.m.,COMUNA 15,PARQUE CHAS,BAUNESS,1644,,-34.5829006252234,-58.4815120592123,WEB,FEMENINO,ABIERTO
00000149/17,201701,LIMPIEZA Y RECOLECCION,RESIDUOS VOLUMINOSOS,RETIRO DE ESCOMBROS / RESTOS DE OBRA,SERVICIO,1/1/2017,1:06:47 p.m.,COMUNA 12,VILLA PUEYRREDON,ARTIGAS, JOSE GERVASIO, GRAL.,4650,,-34.5839007140553,-58.4973335059077,WEB,MASCULINO,CERRADO
00000155/17,201701,ALUMBRADO,REPARACION DE LUMINARIA,REPARACION DE LUMINARIA APAGADA DURANTE LA NOCHE,SOLICITUD,1/1/2017,1:14:30 p.m.,COMUNA 7,FLORES,PERON, EVA AV.,2800,,-34.6416442152822,-58.4579789780321,WEB,MASCULINO,ABIERTO
00000157/17,201701,FISCALIZACION ACTIVIDADES COMERCIALES,HIGIENE Y SEGURIDAD ALIMENTARIA,INTOXICACION / ENFERMEDAD POR ALIMENTOS / BEBIDAS EN MAL ESTADO,DENUNCIA,1/1/2017,1:15:21 p.m.,COMUNA 14,PALERMO,HUMBOLDT,1879,,-34.5836880492194,-58.4339503150812,WEB,MASCULINO,CERRADO
